timestamp,datetime,open,high,low,close,volume
1735689600,2025-01-01 00:00:00+00:00,2000.0,2002.88,1998.62,2002.5,4236.6
1735689900,2025-01-01 00:05:00+00:00,2002.54,2003.23,2002.15,2003.04,1249.41
1735690200,2025-01-01 00:10:00+00:00,2002.97,2004.64,2002.5,2004.43,1949.61
1735690500,2025-01-01 00:15:00+00:00,2004.41,2006.75,2004.09,2005.98,1622.54
1735690800,2025-01-01 00:20:00+00:00,2005.98,2008.45,2005.75,2008.15,3291.34
1735691100,2025-01-01 00:25:00+00:00,2008.18,2009.18,2007.64,2008.42,1669.95
1735691400,2025-01-01 00:30:00+00:00,2008.42,2009.19,2007.24,2007.98,1513.42
1735691700,2025-01-01 00:35:00+00:00,2007.96,2008.86,2007.12,2007.66,1468.16
1735692000,2025-01-01 00:40:00+00:00,2007.64,2009.75,2003.19,2009.4,990.74
1735692300,2025-01-01 00:45:00+00:00,2009.42,2010.38,2007.23,2008.57,2602.43
1735692600,2025-01-01 00:50:00+00:00,2008.57,2009.04,2005.58,2006.97,3722.08
1735692900,2025-01-01 00:55:00+00:00,2006.93,2012.03,2006.39,2007.77,953.95
1735693200,2025-01-01 01:00:00+00:00,2007.8,2008.28,2005.9,2005.93,4712.64
1735693500,2025-01-01 01:05:00+00:00,2005.92,2006.44,2002.19,2002.67,2408.4
1735693800,2025-01-01 01:10:00+00:00,2002.67,2004.36,2000.77,2001.95,1236.59
1735694100,2025-01-01 01:15:00+00:00,2001.95,2003.49,1999.91,2000.29,878.23
1735694400,2025-01-01 01:20:00+00:00,2000.25,2002.83,2000.04,2000.3,1277.64
1735694700,2025-01-01 01:25:00+00:00,2000.29,2000.41,1998.99,1999.95,743.73
1735695000,2025-01-01 01:30:00+00:00,1999.99,2001.75,1999.78,2001.17,2367.55
1735695300,2025-01-01 01:35:00+00:00,2001.18,2002.37,1999.23,2000.05,1232.97
1735695600,2025-01-01 01:40:00+00:00,2000.04,2000.1,1998.85,2000.02,792.91
1735695900,2025-01-01 01:45:00+00:00,2000.03,2001.15,1998.6,1999.93,971.74
1735696200,2025-01-01 01:50:00+00:00,1999.93,2001.82,1999.37,2001.12,2927.03
1735696500,2025-01-01 01:55:00+00:00,2001.1,2003.14,1997.8,2001.27,883.5
1735696800,2025-01-01 02:00:00+00:00,2001.24,2001.74,1996.21,1998.57,3622.43
1735697100,2025-01-01 02:05:00+00:00,1998.58,2000.38,1997.32,1997.68,1869.65
1735697400,2025-01-01 02:10:00+00:00,1997.65,2000.91,1996.14,1998.91,3690.37
1735697700,2025-01-01 02:15:00+00:00,1998.93,2001.89,1998.34,2000.0,4590.73
1735698000,2025-01-01 02:20:00+00:00,1999.99,2000.37,1996.77,1999.55,588.32
1735698300,2025-01-01 02:25:00+00:00,1999.55,2002.17,1998.83,2001.51,3116.93
1735698600,2025-01-01 02:30:00+00:00,2001.5,2001.51,1999.16,1999.25,2867.56
1735698900,2025-01-01 02:35:00+00:00,1999.29,2001.8,1998.49,2000.98,3104.84
1735699200,2025-01-01 02:40:00+00:00,2000.98,2003.33,2000.49,2002.39,2973.72
1735699500,2025-01-01 02:45:00+00:00,2002.35,2005.21,1999.98,2004.32,3545.72
1735699800,2025-01-01 02:50:00+00:00,2004.28,2005.47,1999.44,2002.05,3843.24
1735700100,2025-01-01 02:55:00+00:00,2002.03,2004.54,2000.4,2001.33,742.26
1735700400,2025-01-01 03:00:00+00:00,2001.32,2002.37,2001.02,2001.63,531.16
1735700700,2025-01-01 03:05:00+00:00,2001.62,2004.53,1999.96,2003.02,2303.19
1735701000,2025-01-01 03:10:00+00:00,2003.09,2005.36,2002.39,2003.9,888.47
1735701300,2025-01-01 03:15:00+00:00,2003.93,2005.5,2002.59,2004.67,2725.02
1735701600,2025-01-01 03:20:00+00:00,2004.66,2005.73,2004.11,2005.34,2104.55
1735701900,2025-01-01 03:25:00+00:00,2005.29,2005.76,2001.61,2003.82,2180.09
1735702200,2025-01-01 03:30:00+00:00,2003.8,2007.87,2003.35,2003.57,1373.49
1735702500,2025-01-01 03:35:00+00:00,2003.55,2004.46,2003.16,2003.16,1146.0
1735702800,2025-01-01 03:40:00+00:00,2003.14,2003.92,2001.91,2002.55,1586.17
