timestamp,datetime,open,high,low,close,volume
1177448400,2007-04-24 21:00:00+00:00,684.3,686.4,681.7,685.2,3701
1177534800,2007-04-25 21:00:00+00:00,684.5,686.4,671.0,674.4,4063
1177621200,2007-04-26 21:00:00+00:00,674.1,681.3,670.4,680.9,4103
1177880400,2007-04-29 21:00:00+00:00,681.0,681.0,675.5,677.7,3156
1177966800,2007-04-30 21:00:00+00:00,677.9,678.8,671.5,672.8,3325
1178053200,2007-05-01 21:00:00+00:00,673.4,674.7,667.2,672.3,3691
1178139600,2007-05-02 21:00:00+00:00,672.1,681.9,671.6,681.7,3188
1178226000,2007-05-03 21:00:00+00:00,681.6,690.2,679.9,688.3,3103
1178485200,2007-05-06 21:00:00+00:00,688.5,690.4,686.1,688.0,2602
1178571600,2007-05-07 21:00:00+00:00,687.9,688.4,681.7,684.9,3470
1178658000,2007-05-08 21:00:00+00:00,684.6,686.3,675.4,680.3,3746
1178744400,2007-05-09 21:00:00+00:00,680.1,680.7,664.0,666.0,4462
1178830800,2007-05-10 21:00:00+00:00,665.9,672.5,664.3,670.5,3960
1179090000,2007-05-13 21:00:00+00:00,671.1,674.7,666.1,668.9,3785
1179176400,2007-05-14 21:00:00+00:00,668.8,673.1,664.7,671.6,3512
1179262800,2007-05-15 21:00:00+00:00,672.2,673.0,659.4,661.6,3791
1179349200,2007-05-16 21:00:00+00:00,662.1,664.3,653.3,657.2,4071
1179435600,2007-05-17 21:00:00+00:00,657.7,662.7,655.5,661.2,3667
1179781200,2007-05-21 21:00:00+00:00,662.8,664.9,657.9,658.7,3024
1179867600,2007-05-22 21:00:00+00:00,658.6,664.3,657.1,660.9,3314
1179954000,2007-05-23 21:00:00+00:00,660.9,662.5,651.5,654.1,3449
1180040400,2007-05-24 21:00:00+00:00,653.5,656.5,653.1,655.5,2628
1180299600,2007-05-27 21:00:00+00:00,655.2,656.4,654.6,655.2,566
1180386000,2007-05-28 21:00:00+00:00,655.1,661.7,654.4,656.1,2447
1180472400,2007-05-29 21:00:00+00:00,656.5,658.3,651.6,653.2,2901
1180558800,2007-05-30 21:00:00+00:00,653.8,661.5,653.8,660.5,3171
1180645200,2007-05-31 21:00:00+00:00,661.2,671.3,660.2,671.2,3168
1180904400,2007-06-03 21:00:00+00:00,670.9,673.6,668.2,670.8,2909
1180990800,2007-06-04 21:00:00+00:00,670.9,673.0,668.7,669.6,2656
1181077200,2007-06-05 21:00:00+00:00,669.5,671.7,664.8,670.5,3517
1181163600,2007-06-06 21:00:00+00:00,669.7,672.7,657.8,658.8,3433
1181250000,2007-06-07 21:00:00+00:00,658.3,661.1,643.6,648.2,4024
1181509200,2007-06-10 21:00:00+00:00,649.1,654.7,648.8,653.1,3110
1181595600,2007-06-11 21:00:00+00:00,653.3,654.3,645.5,646.8,2192
1181682000,2007-06-12 21:00:00+00:00,646.7,652.2,642.7,650.9,3477
1181768400,2007-06-13 21:00:00+00:00,651.2,653.8,645.6,650.8,3030
