timestamp,datetime,open,high,low,close,volume
1767225600,2026-01-01 00:00:00+00:00,1.17495,1.17578,1.17426,1.17536,24348.62
1767312000,2026-01-02 00:00:00+00:00,1.17536,1.17689,1.17165,1.17233,80023.26
1767571200,2026-01-05 00:00:00+00:00,1.1711,1.17316,1.16632,1.17178,83311.55
1767657600,2026-01-06 00:00:00+00:00,1.17192,1.17481,1.16863,1.16918,83373.48
1767744000,2026-01-07 00:00:00+00:00,1.16918,1.17055,1.16754,1.16795,83717.43
1767830400,2026-01-08 00:00:00+00:00,1.16809,1.16863,1.16455,1.16604,83412.81
1767916800,2026-01-09 00:00:00+00:00,1.16604,1.16632,1.16225,1.16387,80403.08
1768176000,2026-01-12 00:00:00+00:00,1.16279,1.17014,1.16266,1.167,83447.53
1768262400,2026-01-13 00:00:00+00:00,1.16713,1.16809,1.16387,1.16455,83470.96
1768348800,2026-01-14 00:00:00+00:00,1.16455,1.16645,1.16387,1.16496,83630.06
1768435200,2026-01-15 00:00:00+00:00,1.16482,1.16496,1.15969,1.16131,83736.86
1768521600,2026-01-16 00:00:00+00:00,1.16131,1.16293,1.15902,1.16036,80450.88
1768780800,2026-01-19 00:00:00+00:00,1.16279,1.16564,1.16117,1.16428,83221.86
1768867200,2026-01-20 00:00:00+00:00,1.16428,1.17702,1.1636,1.17316,83046.94
1768953600,2026-01-21 00:00:00+00:00,1.17275,1.17454,1.16754,1.16754,83732.83
1769040000,2026-01-22 00:00:00+00:00,1.16768,1.17647,1.16768,1.17578,83478.65
1769126400,2026-01-23 00:00:00+00:00,1.17564,1.18357,1.17316,1.18231,80340.73
1769385600,2026-01-26 00:00:00+00:00,1.18568,1.19062,1.18399,1.18779,83797.13
1769472000,2026-01-27 00:00:00+00:00,1.18779,1.20846,1.18554,1.20221,83377.8
1769558400,2026-01-28 00:00:00+00:00,1.20236,1.20294,1.19062,1.19804,83531.65
1769644800,2026-01-29 00:00:00+00:00,1.19818,1.19976,1.19119,1.19689,83447.31
1769731200,2026-01-30 00:00:00+00:00,1.19703,1.19775,1.1854,1.1854,80338.03
1769990400,2026-02-02 00:00:00+00:00,1.18526,1.18779,1.17799,1.18022,83519.88
1770076800,2026-02-03 00:00:00+00:00,1.18022,1.18315,1.17841,1.18189,83556.15
1770163200,2026-02-04 00:00:00+00:00,1.18189,1.18413,1.17952,1.1805,83402.05
1770249600,2026-02-05 00:00:00+00:00,1.1805,1.18245,1.17786,1.17813,83491.41
1770336000,2026-02-06 00:00:00+00:00,1.17799,1.18287,1.17702,1.18203,80223.22
1770595200,2026-02-09 00:00:00+00:00,1.18273,1.19289,1.18203,1.19062,83182.74
1770681600,2026-02-10 00:00:00+00:00,1.19076,1.19303,1.1885,1.1892,83429.67
1770768000,2026-02-11 00:00:00+00:00,1.1892,1.19303,1.18413,1.18793,83438.56
1770854400,2026-02-12 00:00:00+00:00,1.18779,1.18934,1.18568,1.18708,83529.67
1770940800,2026-02-13 00:00:00+00:00,1.18723,1.18864,1.18511,1.18708,79885.65
1771200000,2026-02-16 00:00:00+00:00,1.18708,1.18737,1.18483,1.18526,83346.29
1771286400,2026-02-17 00:00:00+00:00,1.1854,1.1861,1.18092,1.18554,83431.31
1771372800,2026-02-18 00:00:00+00:00,1.18554,1.18568,1.17841,1.17925,83472.98
1771459200,2026-02-19 00:00:00+00:00,1.17925,1.18106,1.17454,1.17716,83349.54
1771545600,2026-02-20 00:00:00+00:00,1.1773,1.18092,1.17481,1.17855,79728.63
1771804800,2026-02-23 00:00:00+00:00,1.18357,1.18371,1.17786,1.17966,83370.15
1771891200,2026-02-24 00:00:00+00:00,1.17966,1.17994,1.17702,1.17772,83459.63
1771977600,2026-02-25 00:00:00+00:00,1.17786,1.18189,1.17744,1.18189,83823.77
1772064000,2026-02-26 00:00:00+00:00,1.18189,1.18329,1.17772,1.18064,83393.46
1772150400,2026-02-27 00:00:00+00:00,1.18064,1.18301,1.17938,1.18175,79807.34
1772409600,2026-03-02 00:00:00+00:00,1.17619,1.17994,1.16754,1.17,83430.29
1772496000,2026-03-03 00:00:00+00:00,1.16973,1.17096,1.15354,1.16158,83509.5
1772582400,2026-03-04 00:00:00+00:00,1.16131,1.16577,1.15794,1.16387,83801.93
1772668800,2026-03-05 00:00:00+00:00,1.16374,1.16496,1.15634,1.16117,83428.7
1772755200,2026-03-06 00:00:00+00:00,1.1609,1.16252,1.15513,1.16212,79969.62
1773014400,2026-03-09 00:00:00+00:00,1.1526,1.16482,1.15115,1.16198,83496.03
1773100800,2026-03-10 00:00:00+00:00,1.16198,1.167,1.16063,1.16144,83742.92
1773187200,2026-03-11 00:00:00+00:00,1.16104,1.16442,1.15433,1.1546,83814.11
1773273600,2026-03-12 00:00:00+00:00,1.15447,1.15687,1.15115,1.1526,83644.78
1773360000,2026-03-13 00:00:00+00:00,1.1526,1.15327,1.14142,1.14233,76757.28
1773619200,2026-03-16 00:00:00+00:00,1.14416,1.15274,1.14194,1.15022,83302.11
1773705600,2026-03-17 00:00:00+00:00,1.14995,1.15513,1.14705,1.1542,83409.19
1773792000,2026-03-18 00:00:00+00:00,1.15407,1.15567,1.14521,1.14666,83311.23
1773878400,2026-03-19 00:00:00+00:00,1.14666,1.16184,1.14469,1.15808,83117.09
1773964800,2026-03-20 00:00:00+00:00,1.15794,1.15835,1.15274,1.15754,75957.04
1774224000,2026-03-23 00:00:00+00:00,1.15647,1.16428,1.1489,1.16104,83469.39
1774310400,2026-03-24 00:00:00+00:00,1.16104,1.16306,1.15634,1.16171,83397.51
1774396800,2026-03-25 00:00:00+00:00,1.16184,1.16333,1.15594,1.15647,82939.73
