timestamp,datetime,open,high,low,close,volume
1767225600,2026-01-01 00:00:00+00:00,156.73,156.888,156.578,156.742,20919.37
1767312000,2026-01-02 00:00:00+00:00,156.72,157.001,156.509,156.842,79979.0
1767571200,2026-01-05 00:00:00+00:00,156.988,157.298,156.109,156.64,83209.67
1767657600,2026-01-06 00:00:00+00:00,156.608,156.797,156.156,156.682,83449.0
1767744000,2026-01-07 00:00:00+00:00,156.665,156.806,156.289,156.709,83714.22
1767830400,2026-01-08 00:00:00+00:00,156.697,157.072,156.451,156.881,83437.48
1767916800,2026-01-09 00:00:00+00:00,156.863,158.187,156.86,157.919,76899.03
1768176000,2026-01-12 00:00:00+00:00,158.137,158.205,157.507,157.958,83358.92
1768262400,2026-01-13 00:00:00+00:00,157.977,159.202,157.956,159.188,83596.8
1768348800,2026-01-14 00:00:00+00:00,159.19,159.455,158.097,158.411,83483.6
1768435200,2026-01-15 00:00:00+00:00,158.421,158.879,158.221,158.586,83900.97
1768521600,2026-01-16 00:00:00+00:00,158.582,158.704,157.815,158.087,80336.11
1768780800,2026-01-19 00:00:00+00:00,157.548,158.227,157.415,158.179,83448.38
1768867200,2026-01-20 00:00:00+00:00,158.157,158.604,157.45,158.171,83057.93
1768953600,2026-01-21 00:00:00+00:00,158.146,158.534,157.74,158.47,83545.99
1769040000,2026-01-22 00:00:00+00:00,158.46,158.893,158.171,158.498,83537.86
1769126400,2026-01-23 00:00:00+00:00,158.478,159.226,155.603,155.719,80285.13
1769385600,2026-01-26 00:00:00+00:00,155.345,155.345,153.298,154.372,83765.73
1769472000,2026-01-27 00:00:00+00:00,154.386,154.878,152.085,152.433,83399.64
1769558400,2026-01-28 00:00:00+00:00,152.496,154.047,152.271,153.106,83580.76
1769644800,2026-01-29 00:00:00+00:00,153.083,153.537,152.673,153.173,83499.58
1769731200,2026-01-30 00:00:00+00:00,153.132,154.794,153.071,154.78,80367.71
1769990400,2026-02-02 00:00:00+00:00,155.616,155.641,155.407,155.475,13748.39
1770076800,2026-02-03 00:00:00+00:00,155.462,156.083,155.295,155.795,83586.24
1770163200,2026-02-04 00:00:00+00:00,155.793,156.947,155.793,156.895,83393.65
1770249600,2026-02-05 00:00:00+00:00,156.906,157.337,156.524,156.794,83603.57
1770336000,2026-02-06 00:00:00+00:00,156.801,157.271,156.504,157.184,76504.21
1770595200,2026-02-09 00:00:00+00:00,157.247,157.292,155.514,156.125,83603.64
1770681600,2026-02-10 00:00:00+00:00,156.126,156.294,154.047,154.485,83198.18
1770768000,2026-02-11 00:00:00+00:00,154.497,154.654,152.543,153.269,83474.37
1770854400,2026-02-12 00:00:00+00:00,153.258,153.758,152.259,152.773,83586.38
1770940800,2026-02-13 00:00:00+00:00,152.794,153.667,152.585,152.621,76503.24
1771200000,2026-02-16 00:00:00+00:00,152.755,153.757,152.755,153.551,83323.7
1771286400,2026-02-17 00:00:00+00:00,153.551,153.924,152.691,153.129,83346.29
1771372800,2026-02-18 00:00:00+00:00,153.12,154.87,153.06,154.694,83431.31
1771459200,2026-02-19 00:00:00+00:00,154.683,155.344,154.532,155.16,83472.98
1771545600,2026-02-20 00:00:00+00:00,155.193,155.643,154.706,154.989,76378.9
1771804800,2026-02-23 00:00:00+00:00,154.34,155.044,153.988,154.671,83142.57
1771891200,2026-02-24 00:00:00+00:00,154.662,156.281,154.615,155.898,83415.52
1771977600,2026-02-25 00:00:00+00:00,155.909,156.824,155.333,156.179,83394.9
1772064000,2026-02-26 00:00:00+00:00,156.166,156.432,155.69,155.877,83923.82
1772150400,2026-02-27 00:00:00+00:00,155.851,156.234,155.527,156.035,79870.32
1772409600,2026-03-02 00:00:00+00:00,156.622,157.753,156.148,157.246,83376.91
1772496000,2026-03-03 00:00:00+00:00,157.264,157.969,157.141,157.79,83405.52
1772582400,2026-03-04 00:00:00+00:00,157.763,157.861,156.843,156.977,83504.06
1772668800,2026-03-05 00:00:00+00:00,156.969,157.852,156.442,157.545,83767.16
1772755200,2026-03-06 00:00:00+00:00,157.563,158.088,157.352,157.764,76462.68
1773014400,2026-03-09 00:00:00+00:00,158.299,158.898,157.584,157.858,83461.21
1773100800,2026-03-10 00:00:00+00:00,157.873,158.184,157.262,158.132,83496.04
1773187200,2026-03-11 00:00:00+00:00,158.097,159.131,157.85,159.074,83826.58
1773273600,2026-03-12 00:00:00+00:00,159.084,159.429,158.562,159.216,83724.04
1773360000,2026-03-13 00:00:00+00:00,159.233,159.749,159.001,159.72,76735.27
