timestamp,datetime,open,high,low,close,volume
1767330000,2026-01-02 05:00:00+00:00,4386.0,4395.0,4383.5,4394.1,3873.29
1767333600,2026-01-02 06:00:00+00:00,4393.5,4394.0,4386.1,4387.6,3504.43
1767337200,2026-01-02 07:00:00+00:00,4387.6,4395.5,4384.2,4394.7,5128.61
1767340800,2026-01-02 08:00:00+00:00,4394.6,4409.5,4392.6,4399.2,7729.12
1767344400,2026-01-02 09:00:00+00:00,4398.9,4404.0,4395.6,4397.5,4321.63
1767348000,2026-01-02 10:00:00+00:00,4397.6,4410.8,4396.7,4408.7,5311.04
1767351600,2026-01-02 11:00:00+00:00,4408.4,4411.8,4403.0,4405.5,3855.57
1767355200,2026-01-02 12:00:00+00:00,4405.2,4410.7,4397.4,4407.0,4417.61
1767358800,2026-01-02 13:00:00+00:00,4414.8,4414.8,4373.6,4377.6,18033.72
1767362400,2026-01-02 14:00:00+00:00,4377.8,4385.8,4359.2,4364.7,18078.12
1767366000,2026-01-02 15:00:00+00:00,4364.7,4368.7,4341.4,4346.5,20858.06
1767369600,2026-01-02 16:00:00+00:00,4346.7,4348.6,4325.3,4337.5,17123.87
1767373200,2026-01-02 17:00:00+00:00,4337.1,4344.5,4332.9,4332.9,8136.28
1767376800,2026-01-02 18:00:00+00:00,4333.0,4334.1,4319.7,4325.3,12986.67
1767380400,2026-01-02 19:00:00+00:00,4325.5,4336.2,4325.5,4328.1,6820.03
1767384000,2026-01-02 20:00:00+00:00,4328.3,4341.4,4327.4,4341.3,5219.4
1767387600,2026-01-02 21:00:00+00:00,4341.4,4342.7,4329.6,4329.6,2039.1
1767567600,2026-01-04 23:00:00+00:00,4368.8,4385.4,4363.3,4381.4,9752.710000000001
1767571200,2026-01-05 00:00:00+00:00,4381.9,4406.4,4379.3,4404.5,10236.79
1767574800,2026-01-05 01:00:00+00:00,4404.6,4430.7,4400.4,4411.1,17172.59
1767578400,2026-01-05 02:00:00+00:00,4411.4,4418.8,4397.1,4415.0,7537.4
1767582000,2026-01-05 03:00:00+00:00,4414.8,4423.2,4408.5,4408.8,4609.05
1767585600,2026-01-05 04:00:00+00:00,4406.1,4417.8,4406.1,4415.1,3375.0
1767589200,2026-01-05 05:00:00+00:00,4413.4,4423.6,4410.0,4421.4,4628.89
1767592800,2026-01-05 06:00:00+00:00,4421.1,4436.1,4420.3,4429.7,12047.91
1767596400,2026-01-05 07:00:00+00:00,4429.9,4434.9,4426.3,4431.2,7460.51
1767600000,2026-01-05 08:00:00+00:00,4431.4,4444.0,4429.2,4439.9,8495.92
1767603600,2026-01-05 09:00:00+00:00,4439.8,4449.1,4436.8,4445.9,9014.95
1767607200,2026-01-05 10:00:00+00:00,4446.0,4451.7,4441.6,4447.4,7602.51
1767610800,2026-01-05 11:00:00+00:00,4447.7,4448.8,4422.2,4430.7,9862.58
