timestamp,datetime,open,high,low,close,volume
1787816400,2026-08-27 07:40:00+00:00,1.35889,1.35917,1.35887,1.35917,598
1787816700,2026-08-27 07:45:00+00:00,1.35917,1.35927,1.35893,1.35895,713
1787817000,2026-08-27 07:50:00+00:00,1.35895,1.35899,1.35869,1.3588,1078
1787817300,2026-08-27 07:55:00+00:00,1.3588,1.35893,1.35866,1.3587500000000001,971
1787817600,2026-08-27 08:00:00+00:00,1.3587500000000001,1.35934,1.35865,1.35915,911
1787817900,2026-08-27 08:05:00+00:00,1.35915,1.35953,1.35911,1.35941,770
1787818200,2026-08-27 08:10:00+00:00,1.35941,1.35945,1.3590499999999999,1.35906,525
1787818500,2026-08-27 08:15:00+00:00,1.35906,1.35925,1.35895,1.35897,727
1787818800,2026-08-27 08:20:00+00:00,1.35896,1.35897,1.35861,1.35867,1073
1787819100,2026-08-27 08:25:00+00:00,1.35867,1.35873,1.35849,1.35858,1070
1787819400,2026-08-27 08:30:00+00:00,1.35858,1.35865,1.35836,1.35838,701
1787819700,2026-08-27 08:35:00+00:00,1.35838,1.3584800000000001,1.35805,1.35808,891
1787820000,2026-08-27 08:40:00+00:00,1.35809,1.35858,1.35804,1.35847,941
1787820300,2026-08-27 08:45:00+00:00,1.35847,1.35861,1.35829,1.35832,1252
1787820600,2026-08-27 08:50:00+00:00,1.35832,1.35839,1.35824,1.35826,1006
1787820900,2026-08-27 08:55:00+00:00,1.35826,1.35839,1.35797,1.35801,1266
1787821200,2026-08-27 09:00:00+00:00,1.35801,1.35804,1.35733,1.35739,1812
1787821500,2026-08-27 09:05:00+00:00,1.35739,1.3578299999999999,1.35737,1.3578299999999999,1268
1787821800,2026-08-27 09:10:00+00:00,1.3578299999999999,1.35796,1.3578000000000001,1.35789,826
1787822100,2026-08-27 09:15:00+00:00,1.35789,1.35797,1.35763,1.35766,868
1787822400,2026-08-27 09:20:00+00:00,1.35766,1.35791,1.35764,1.3578700000000001,708
1787822700,2026-08-27 09:25:00+00:00,1.3578700000000001,1.35812,1.35772,1.35805,1013
1787823000,2026-08-27 09:30:00+00:00,1.35804,1.35807,1.35769,1.35773,949
1787823300,2026-08-27 09:35:00+00:00,1.35773,1.35779,1.35715,1.35728,1235
1787823600,2026-08-27 09:40:00+00:00,1.35728,1.35777,1.35725,1.35757,1042
1787823900,2026-08-27 09:45:00+00:00,1.35757,1.35792,1.3575599999999999,1.3578700000000001,741
1787824200,2026-08-27 09:50:00+00:00,1.3578700000000001,1.35818,1.35777,1.3580999999999999,779
1787824500,2026-08-27 09:55:00+00:00,1.3580999999999999,1.3581400000000001,1.35746,1.35752,1231
